name,type,phone,address,website,map_url,rating,review_count
Quay Pacific Property Management,Property management company,+1 604-371-2208,· 9440 202 St. #206,http://www.quaypacific.com/,https://www.google.com/maps/place/Quay+Pacific+Property+Management/data=!4m7!3m6!1s0x5485d161fdd74763:0xd3d9d685f2a4bbbb!8m2!3d49.1743499!4d-122.6643421!16s%2Fg%2F11b6hmlqrl!19sChIJY0fX_WHRhVQRu7uk8oXW2dM?authuser=0&hl=en&rclk=1,2.8,129
Vancouver Property Management VPM Group RE/MAX,Property management company,+1 778-300-7910,· ,http://vpmgroup.ca/homepage,https://www.google.com/maps/place/Vancouver+Property+Management+VPM+Group+RE%2FMAX/data=!4m7!3m6!1s0x5486715893858a93:0xb25e70fdfb3d8a49!8m2!3d49.3335997!4d-123.0886081!16s%2Fg%2F11hzs993dv!19sChIJk4qFk1hxhlQRSYo9-_1wXrI?authuser=0&hl=en&rclk=1,4.9,97
Casado Property Management,Property management company,+1 778-988-8968,· 220 Brew St,https://www.casadopropertymanagement.ca/,https://www.google.com/maps/place/Casado+Property+Management/data=!4m7!3m6!1s0x5486793282f78de9:0xd8b8c9886318e691!8m2!3d49.2790879!4d-122.8278626!16s%2Fg%2F11y3x34zjw!19sChIJ6Y33gjJ5hlQRkeYYY4jJuNg?authuser=0&hl=en&rclk=1,5.0,54
Axford Real Estate and Property Management,Property management company,+1 778-355-0116,· ,https://www.axfordrealestate.ca/,https://www.google.com/maps/place/Axford+Real+Estate+and+Property+Management/data=!4m7!3m6!1s0x548678dbf3a30647:0x534837d0c3bf7534!8m2!3d49.278042!4d-122.8603131!16s%2Fg%2F1td7bvrt!19sChIJRwaj89t4hlQRNHW_w9A3SFM?authuser=0&hl=en&rclk=1,4.6,130
Ace Agencies Ltd Property Management,Property management company,+1 604-853-2718,· 33787 South Fraser Way,http://www.aceagencies.ca/,https://www.google.com/maps/place/Ace+Agencies+Ltd+Property+Management/data=!4m7!3m6!1s0x548435619a45b933:0xecfb479e82016bee!8m2!3d49.0472302!4d-122.2894698!16s%2Fg%2F11f19btzcr!19sChIJM7lFmmE1hFQR7msBgp5H--w?authuser=0&hl=en&rclk=1,3.6,239
Associa British Columbia- Victoria,Property management company,+1 250-475-2005,· 1001 Cloverdale Ave #301,https://www.associabc.ca/?utm_source=gmb&utm_medium=Yext&y_source=1_MTA1MjExNzQ5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.google.com/maps/place/Associa+British+Columbia-+Victoria/data=!4m7!3m6!1s0x548f73c6f78276f3:0x66817cd0ae6bfbc5!8m2!3d48.4545621!4d-123.3612674!16s%2Fg%2F11vxpcvptt!19sChIJ83aC98Zzj1QRxftrrtB8gWY?authuser=0&hl=en&rclk=1,4.8,17
Dwell Property Management,Property management company,+1 604-821-2999,"· #170, 4311 Viking Wy",http://www.dwellproperty.ca/,https://www.google.com/maps/place/Dwell+Property+Management/data=!4m7!3m6!1s0x548f662b0ba43acb:0xdce16b6866e0c79!8m2!3d49.1838688!4d-123.0760117!16s%2Fg%2F1tm1q4lz!19sChIJyzqkCytmj1QReQxuhrYWzg0?authuser=0&hl=en&rclk=1,4.1,714
Bolld Real Estate Management,Property management company,(855) 266-8588,· 2123 Granville St B,https://bolldpm.com/,https://www.google.com/maps/place/Bolld+Real+Estate+Management/data=!4m7!3m6!1s0x548671775cd6d43f:0xea33b265e6504236!8m2!3d49.2665407!4d-123.1387511!16s%2Fg%2F1hhnf_kfq!19sChIJP9TWXHdxhlQRNkJQ5mWyM-o?authuser=0&hl=en&rclk=1,4.1,249
Vancouver Rent It,Property management company,+1 604-865-6060,"· Coldwell Banker Prestige Realty, 638 Broughton St #310",http://www.vancouverrentit.com/,https://www.google.com/maps/place/Vancouver+Rent+It/data=!4m7!3m6!1s0x54867186f69a04f9:0x410a18bb6e9f5be8!8m2!3d49.2893508!4d-123.1273503!16s%2Fg%2F11clsht_0t!19sChIJ-QSa9oZxhlQR6FufbrsYCkE?authuser=0&hl=en&rclk=1,4.6,100
"The Max Realty & Management, Strata Management",Property management company,+1 604-227-3399,· ,http://themaxrealty.com/,"https://www.google.com/maps/place/The+Max+Realty+%26+Management,+Strata+Management/data=!4m7!3m6!1s0x5486751b8b929991:0x794c0419e05c8e4f!8m2!3d49.1994105!4d-123.0060836!16s%2Fg%2F11sy_bthsp!19sChIJkZmSixt1hlQRT45c4BkETHk?authuser=0&hl=en&rclk=1",4.7,73
VMH Properties,Property management company,+1 778-681-9173,· 2025 Willingdon Ave #900,http://www.vmhproperties.com/,https://www.google.com/maps/place/VMH+Properties/data=!4m7!3m6!1s0x54842de977ad00b1:0xedf65a5f36eb9774!8m2!3d49.26604!4d-123.003616!16s%2Fg%2F11kh20c5qw!19sChIJsQCtd-kthFQRdJfrNl9a9u0?authuser=0&hl=en&rclk=1,4.8,86
Chris Clarke - Prompton,Property management company,+1 604-468-3002,· 3012 Murray St,https://www.chrisclarkepm.com/,https://www.google.com/maps/place/Chris+Clarke+-+Prompton/data=!4m7!3m6!1s0x548679dd7009ba65:0xf9cc8a77c3679dfb!8m2!3d49.27953!4d-122.84371!16s%2Fg%2F11ghs7186z!19sChIJZboJcN15hlQR-51nw3eKzPk?authuser=0&hl=en&rclk=1,5.0,27
Colosseum Property Management,Property management company,+1 604-566-2232,· ,https://colosseumproperty.com/,https://www.google.com/maps/place/Colosseum+Property+Management/data=!4m7!3m6!1s0x548677a992d520d5:0xa2e4b83d3b2ba10b!8m2!3d49.2488312!4d-122.8628023!16s%2Fg%2F11t8h2bt0g!19sChIJ1SDVkql3hlQRC6ErOz245KI?authuser=0&hl=en&rclk=1,4.7,18
Bayside Property Services Ltd.,Property management company,+1 604-432-7774,· 6400 Roberts St,http://www.baysideproperty.com/,https://www.google.com/maps/place/Bayside+Property+Services+Ltd./data=!4m7!3m6!1s0x54867708ef316f59:0x8a046e5f824c714c!8m2!3d49.2439174!4d-122.9703278!16s%2Fg%2F1tfbbvlx!19sChIJWW8x7wh3hlQRTHFMgl9uBIo?authuser=0&hl=en&rclk=1,2.4,92
Hope Street Management Corp.,Property management company,+1 604-416-0042,· 1055 W Hastings St #300,https://hopestreet.ca/,https://www.google.com/maps/place/Hope+Street+Management+Corp./data=!4m7!3m6!1s0x54867183a532acfd:0xdbefcbc1a91b3b76!8m2!3d49.2877739!4d-123.118201!16s%2Fg%2F11dxdcx4k0!19sChIJ_awypYNxhlQRdjsbqcHL79s?authuser=0&hl=en&rclk=1,4.3,83
Vancouver Rental Properties - Sutton Group West Coast Realty,Property management company,+1 778-985-7368,· 801 Marine Dr #100,http://www.vancouverrentalproperties.com/,https://www.google.com/maps/place/Vancouver+Rental+Properties+-+Sutton+Group+West+Coast+Realty/data=!4m7!3m6!1s0x54867025d8f179fd:0x487609344cacd4c3!8m2!3d49.3204918!4d-123.0949968!16s%2Fg%2F1tgg9nld!19sChIJ_Xnx2CVwhlQRw9SsTDQJdkg?authuser=0&hl=en&rclk=1,4.8,35
Vancouver Rental Group,Property management company,+1 604-537-4399,· 1428 W 7th Ave,https://www.vancouverrentalgroup.ca/?utm_source=google&utm_medium=gbp,https://www.google.com/maps/place/Vancouver+Rental+Group/data=!4m7!3m6!1s0x548673c64993c62b:0xc41698ae88c479e4!8m2!3d49.2650792!4d-123.1367972!16s%2Fg%2F11f1226pdn!19sChIJK8aTScZzhlQR5HnEiK6YFsQ?authuser=0&hl=en&rclk=1,4.6,35
West Coast Property Management,Property management company,+1 604-914-2135,· 8333 Eastlake Dr Unit 208,http://www.westcoastpm.ca/,https://www.google.com/maps/place/West+Coast+Property+Management/data=!4m7!3m6!1s0x5485d3d9169f04ef:0x162bf0e6ca455803!8m2!3d49.2595013!4d-122.9229265!16s%2Fg%2F11g0tppsnn!19sChIJ7wSfFtnThVQRA1hFyubwKxY?authuser=0&hl=en&rclk=1,4.1,147
AA Property Management Ltd,Property management company,+1 604-207-2002,"· suite 136, 4299 Canada Wy",http://aaproperty.ca/,https://www.google.com/maps/place/AA+Property+Management+Ltd/data=!4m7!3m6!1s0x548675243aaebe39:0xde1550ac78e49627!8m2!3d49.2551868!4d-123.0088731!16s%2Fg%2F1tf6rh4g!19sChIJOb6uOiR1hlQRJ5bkeKxQFd4?authuser=0&hl=en&rclk=1,2.5,52
Iris Properties,Property management company,+1 250-412-6624,· 620 Courtney St,https://www.irisproperties.com/,https://www.google.com/maps/place/Iris+Properties/data=!4m7!3m6!1s0x43f885df221b6dd:0x274014e200abdca2!8m2!3d48.4235553!4d-123.3670262!16s%2Fg%2F11rhs7d2yq!19sChIJ3bYh8l2IPwQRotyrAOIUQCc?authuser=0&hl=en&rclk=1,4.6,157
Associa British Columbia,Property management company,+1 604-257-0325,· ,https://www.associaonline.com/locations/associa-british-columbia-inc,https://www.google.com/maps/place/Associa+British+Columbia/data=!4m7!3m6!1s0x548673ca25cdc40f:0xa037682bcafd273!8m2!3d49.2645957!4d-123.1355323!16s%2Fg%2F1tf7m7rq!19sChIJD8TNJcpzhlQRc9KvvIJ2Awo?authuser=0&hl=en&rclk=1,3.9,202
Hunter McLeod Realty Corp.,Property management company,+1 604-734-8860,· ,http://www.hmrealty.bc.ca/,https://www.google.com/maps/place/Hunter+McLeod+Realty+Corp./data=!4m7!3m6!1s0x548673b815fe573d:0xa345f4738a4a71f2!8m2!3d49.2638647!4d-123.1401407!16s%2Fg%2F1xb2d7x2!19sChIJPVf-FbhzhlQR8nFKinP0RaM?authuser=0&hl=en&rclk=1,4.7,86
New Point Property Management,Property management company,+1 604-553-4595,"· #202, 7818 6th St",http://www.newpointpm.ca/,https://www.google.com/maps/place/New+Point+Property+Management/data=!4m7!3m6!1s0x5486780d33e11979:0x27f9140560ff0f47!8m2!3d49.220557!4d-122.928945!16s%2Fg%2F11g8v3_l6v!19sChIJeRnhMw14hlQRRw__YAUU-Sc?authuser=0&hl=en&rclk=1,4.2,20
Veyron Properties Ltd.,Property management company,+1 250-926-5501,· 801 Island Hwy #101,http://www.veyronproperties.com/,https://www.google.com/maps/place/Veyron+Properties+Ltd./data=!4m7!3m6!1s0x5462af7106471bf7:0x85b50f6b72897b86!8m2!3d50.0225703!4d-125.2393075!16s%2Fg%2F11hfjrdym8!19sChIJ9xtHBnGvYlQRhnuJcmsPtYU?authuser=0&hl=en&rclk=1,4.9,252
Associa British Columbia,Property management company,+1 604-591-6060,· ,https://www.associabc.ca/?utm_source=gmb&utm_medium=Yext&y_source=1_Mjc2NjU4MzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps/place/Associa+British+Columbia/data=!4m7!3m6!1s0x5485da29e357e5d7:0xebe24d6a8b9ca21b!8m2!3d49.1376002!4d-122.8573604!16s%2Fg%2F1t_kg6b8!19sChIJ1-VX4ynahVQRG6Kci2pN4us?authuser=0&hl=en&rclk=1,3.1,365
Swift Realty Ltd.,Property management company,+1 604-239-0911,· ,https://www.swiftrealty.properties/,https://www.google.com/maps/place/Swift+Realty+Ltd./data=!4m7!3m6!1s0x548673d5c9167a17:0x2a1594498a494a1b!8m2!3d49.3149126!4d-123.0968408!16s%2Fg%2F11b6gdjqx7!19sChIJF3oWydVzhlQRG0pJikmUFSo?authuser=0&hl=en&rclk=1,4.9,193
Bodewell,Property management company,+1 604-633-5511,"· and, 505-1080 Howe Street (corner of Howe St, Helmcken St",http://bodewell.ca/,https://www.google.com/maps/place/Bodewell/data=!4m7!3m6!1s0x548671a137a4fcbb:0xc4f030fdecd816dd!8m2!3d49.2788011!4d-123.1252963!16s%2Fg%2F11gt8_z59m!19sChIJu_ykN6FxhlQR3RbY7P0w8MQ?authuser=0&hl=en&rclk=1,4.6,66
Raven Property Management Ltd.,Property management company,+1 250-881-8866,· 328 Wale Rd #115,https://www.ravenpm.ca/,https://www.google.com/maps/place/Raven+Property+Management+Ltd./data=!4m7!3m6!1s0x548f0ddda19cadb3:0x2a3f72ef1fb8c368!8m2!3d48.445469!4d-123.4699215!16s%2Fg%2F11q4bt9jj2!19sChIJs62cod0Nj1QRaMO4H-9yPyo?authuser=0&hl=en&rclk=1,3.7,35
Preferred Property Management,Property management company,+1 778-455-4663,· 2700 Beverly St #104,https://preferredpropertymanagement.ca/,https://www.google.com/maps/place/Preferred+Property+Management/data=!4m7!3m6!1s0x803062a944f711e1:0x213e071e67c4b27a!8m2!3d48.7864226!4d-123.7031994!16s%2Fg%2F11lcr9111m!19sChIJ4RH3RKliMIARerLEZx4HPiE?authuser=0&hl=en&rclk=1,5.0,22
Royal Lepage Brookside Realty and Property Management,Property management company,+1 604-467-5000,· 11933 224 St,https://brookside-pm.ca/,https://www.google.com/maps/place/Royal+Lepage+Brookside+Realty+and+Property+Management/data=!4m7!3m6!1s0x5485d3317279864b:0xdb7a96f66053047c!8m2!3d49.2191359!4d-122.6020219!16s%2Fg%2F11j2p5hnsc!19sChIJS4Z5cjHThVQRfARTYPaWets?authuser=0&hl=en&rclk=1,4.8,42
J.M. Property Management Ltd.,Property management company,+1 604-505-6704,· 1010 Howe St,http://jmproperty.net/,https://www.google.com/maps/place/J.M.+Property+Management+Ltd./data=!4m7!3m6!1s0x548673d50b6d72bf:0xb3b06feaf257f7b0!8m2!3d49.2796489!4d-123.1240905!16s%2Fg%2F11qr0h2w3r!19sChIJv3JtC9VzhlQRsPdX8upvsLM?authuser=0&hl=en&rclk=1,4.8,17
Vancouver Landlords - Property Management Vancouver,Property management company,+1 236-688-1101,· 419 Pacific St,https://vancouverlandlords.ca/,https://www.google.com/maps/place/Vancouver+Landlords+-+Property+Management+Vancouver/data=!4m7!3m6!1s0x5486732134b6f2f3:0xcccefde81b39120c!8m2!3d49.2733464!4d-123.1262274!16s%2Fg%2F11vzbr6qcf!19sChIJ8_K2NCFzhlQRDBI5G-j9zsw?authuser=0&hl=en&rclk=1,5.0,5
Mander Group,Property management company,+1 604-926-6011,· 202-2403 Marine Dr,http://mandergroup.com/,https://www.google.com/maps/place/Mander+Group/data=!4m7!3m6!1s0x54866e731bb93ec7:0xec7d7db56763ed27!8m2!3d49.3344577!4d-123.1795111!16s%2Fg%2F11fz9x8htc!19sChIJxz65G3NuhlQRJ-1jZ7V9few?authuser=0&hl=en&rclk=1,4.7,89
Mountain Country Property Management Ltd,Property management company,+1 604-932-0677,· 1010 Alpha Lake Rd Suite 201,http://www.mountaincountry.ca/,https://www.google.com/maps/place/Mountain+Country+Property+Management+Ltd/data=!4m7!3m6!1s0x548722d6972fa08d:0xe526d5361ab59784!8m2!3d50.0878652!4d-123.0389463!16s%2Fg%2F1tj45lrt!19sChIJjaAvl9Yih1QRhJe1GjbVJuU?authuser=0&hl=en&rclk=1,4.4,21
Real Property Management Associates,Property management company,+1 604-368-8687,· 18873 68A Ave.,https://associates.realpm.ca/,https://www.google.com/maps/place/Real+Property+Management+Associates/data=!4m7!3m6!1s0x5485d121c7253ebb:0x3795b1dda67662f4!8m2!3d49.1272627!4d-122.6994401!16s%2Fg%2F11fmldrkk3!19sChIJuz4lxyHRhVQR9GJ2pt2xlTc?authuser=0&hl=en&rclk=1,5.0,16
Victoria Prime Services,Property management company,+1 250-208-9166,· 1824 Store St,http://www.victoriaprime.com/,https://www.google.com/maps/place/Victoria+Prime+Services/data=!4m7!3m6!1s0x548f75c3689f99ef:0xd2b278f8377b76b5!8m2!3d48.4307896!4d-123.3700364!16s%2Fg%2F11spn2mm8h!19sChIJ75mfaMN1j1QRtXZ7N_h4stI?authuser=0&hl=en&rclk=1,4.8,26
Ascent Real Estate Management,Property management company,+1 604-431-1800,· ,http://www.ascentpm.com/,https://www.google.com/maps/place/Ascent+Real+Estate+Management/data=!4m7!3m6!1s0x5486772fe54d807b:0xd8510e1206dd09fd!8m2!3d49.2649169!4d-123.0025225!16s%2Fg%2F1hc3tzc1b!19sChIJe4BN5S93hlQR_QndBhIOUdg?authuser=0&hl=en&rclk=1,3.7,466
Rancho Management Services (B.C.) Ltd.,Property management company,+1 604-684-4508,· ,http://www.ranchovan.com/,https://www.google.com/maps/place/Rancho+Management+Services+%28B.C.%29+Ltd./data=!4m7!3m6!1s0x548673d48c794b4f:0x9bccae2d2838b863!8m2!3d49.2788639!4d-123.1261971!16s%2Fg%2F1tfhz8jp!19sChIJT0t5jNRzhlQRY7g4KC2uzJs?authuser=0&hl=en&rclk=1,3.6,"1,527"
Sutton Group Del Mar Realty,Property management company,+1 604-568-1005,· 1118 Homer St #202,http://www.suttondelmarrealty.com/,https://www.google.com/maps/place/Sutton+Group+Del+Mar+Realty/data=!4m7!3m6!1s0x548673d6f41f2ff7:0x6f12194971fb339d!8m2!3d49.2760328!4d-123.121892!16s%2Fg%2F1th282k1!19sChIJ9y8f9NZzhlQRnTP7cUkZEm8?authuser=0&hl=en&rclk=1,5.0,26
Pacific Quorum Properties Vancouver,Property management company,+1 604-685-3828,· 1777 W 75th Ave,https://pacificquorum.com/?utm_source=GMB&utm_medium=organic&utm_campaign=vancouver,https://www.google.com/maps/place/Pacific+Quorum+Properties+Vancouver/data=!4m7!3m6!1s0x548674e94bdde4af:0xbaadf0423bdbc1fd!8m2!3d49.2067623!4d-123.1471003!16s%2Fg%2F1tdk4wj7!19sChIJr-TdS-l0hlQR_cHbO0Lwrbo?authuser=0&hl=en&rclk=1,3.8,301
RENTYVR.CA,Property management company,+1 778-888-8862,· 1455 Bellevue Ave #200,http://www.rentyvr.ca/,https://www.google.com/maps/place/RENTYVR.CA/data=!4m7!3m6!1s0x5486714dc8a25e27:0xc8eabdb4547de255!8m2!3d49.327638!4d-123.155694!16s%2Fg%2F1pp2tl8my!19sChIJJ16iyE1xhlQRVeJ9VLS96sg?authuser=0&hl=en&rclk=1,4.9,11
HomeLife Advantage Property Management,Property management company,+1 604-858-7368,· ,https://advantagepm.ca/?utm_source=google_business_profile&utm_medium=organic,https://www.google.com/maps/place/HomeLife+Advantage+Property+Management/data=!4m7!3m6!1s0x54844720b6414a91:0x1db3a2c0975b9ed1!8m2!3d49.1542994!4d-121.9519358!16s%2Fg%2F1thtp8h4!19sChIJkUpBtiBHhFQR0Z5bl8Cisx0?authuser=0&hl=en&rclk=1,3.1,221
Howie Jao Property Management,Property management company,+1 778-892-3667,· 3195 Oak St,https://howiejaopm.com/,https://www.google.com/maps/place/Howie+Jao+Property+Management/data=!4m7!3m6!1s0x54867381bd5724bb:0x14f4a0ce7c4ed1b2!8m2!3d49.2572921!4d-123.1275385!16s%2Fg%2F11vkpncvx4!19sChIJuyRXvYFzhlQRstFOfM6g9BQ?authuser=0&hl=en&rclk=1,4.9,11
C&C Property Group,Property management company,+1 604-987-9040,· 171 Esplanade W #530,http://cccm.bc.ca/,https://www.google.com/maps/place/C%26C+Property+Group/data=!4m7!3m6!1s0x54867040c9141d37:0xb16041b0fc9ff4d3!8m2!3d49.3119862!4d-123.0824572!16s%2Fg%2F1tfbhd_y!19sChIJNx0UyUBwhlQR0_Sf_LBBYLE?authuser=0&hl=en&rclk=1,4.7,66
DFH Property Management,Property management company,+1 250-472-7825,· 3795 Carey Rd #202,https://www.dfh.ca/property-management/,https://www.google.com/maps/place/DFH+Property+Management/data=!4m7!3m6!1s0x28411eb3f05d18b1:0x6a2f068f962d6d0!8m2!3d48.4586648!4d-123.3790288!16s%2Fg%2F11kqs33yk6!19sChIJsRhd8LMeQSgR0NZi-WjwogY?authuser=0&hl=en&rclk=1,4.4,7
Uooi Property Management,Property management company,+1 604-655-5708,· 4388 Beresford St. #403A,http://www.uooi.com/,https://www.google.com/maps/place/Uooi+Property+Management/data=!4m7!3m6!1s0x54867768d9c4ae7f:0x953b07f23af2d32!8m2!3d49.2261177!4d-123.0058984!16s%2Fg%2F11lgmhm5v5!19sChIJf67E2Wh3hlQRMi2vI3-wUwk?authuser=0&hl=en&rclk=1,4.4,32
Royal LePage Little Oak Property Management,Property management company,+1 604-504-7368,· 33119 South Fraser Way #105,http://www.littleoakrentals.ca/,https://www.google.com/maps/place/Royal+LePage+Little+Oak+Property+Management/data=!4m7!3m6!1s0x548435675ea6ba1b:0xd41cf681b3bfae24!8m2!3d49.051175!4d-122.306463!16s%2Fg%2F1tdg2xmd!19sChIJG7qmXmc1hFQRJK6_s4H2HNQ?authuser=0&hl=en&rclk=1,3.5,58
Complete Residential Property Management Ltd,Property management company,+1 250-370-7093,· 2302 Millstream Rd,http://completeresidential.ca/,https://www.google.com/maps/place/Complete+Residential+Property+Management+Ltd/data=!4m7!3m6!1s0x548f73760415a64b:0xb9f7782422d4996!8m2!3d48.465701!4d-123.5014278!16s%2Fg%2F1tfb1pl0!19sChIJS6YVBHZzj1QRlkktQoJ3nws?authuser=0&hl=en&rclk=1,2.5,33
