name,type,phone,address,website,map_url,rating,review_count
Premier Property Solutions Inc,Property management company,+1 204-560-4939,· 194 Osborne St D,https://go.premierpropertysolutions.ca/,https://www.google.com/maps/place/Premier+Property+Solutions+Inc/data=!4m7!3m6!1s0x52ea745c0f2eef8d:0x8b124edaf07c64ac!8m2!3d49.8763809!4d-97.1432309!16s%2Fg%2F11fx7p82qm!19sChIJje8uD1x06lIRrGR88NpOEos?authuser=0&hl=en&rclk=1,4.0,212
Forthright Properties Head Office,Property management company,+1 204-222-8582,· ,https://www.forthrightproperties.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp%5BNavin_Manitoba%5D,https://www.google.com/maps/place/Forthright+Properties+Head+Office/data=!4m7!3m6!1s0x52c1d4713697d255:0x60b0df786946a649!8m2!3d49.8464851!4d-96.9942245!16s%2Fg%2F11clnm7_g0!19sChIJVdKXNnHUwVIRSaZGaXjfsGA?authuser=0&hl=en&rclk=1,3.5,192
D-7 Property Management,Property management company,+1 204-989-4210,· ,https://4rent.ca/property-management/d7-properties/76,https://www.google.com/maps/place/D-7+Property+Management/data=!4m7!3m6!1s0x52ea76eafaff4323:0x849504ed21a232e6!8m2!3d49.8604034!4d-97.1115038!16s%2Fg%2F1thxvwnm!19sChIJI0P_-up26lIR5jKiIe0ElYQ?authuser=0&hl=en&rclk=1,2.8,142
Towers Realty Group Ltd.,Property management company,+1 204-956-2739,· ,http://www.towersrealty.ca/,https://www.google.com/maps/place/Towers+Realty+Group+Ltd./data=!4m7!3m6!1s0x52ea7458fea0d8dd:0x470e1b5b396f3416!8m2!3d49.8499782!4d-97.1856781!16s%2Fg%2F1xcbp8p9!19sChIJ3dig_lh06lIRFjRvOVsbDkc?authuser=0&hl=en&rclk=1,3.3,620
Brydges Property Management,Property management company,+1 204-489-9510,· ,http://www.brydgespm.com/,https://www.google.com/maps/place/Brydges+Property+Management/data=!4m7!3m6!1s0x52ea736c8b28310f:0xcdf20279e47c4fd8!8m2!3d49.8980703!4d-97.1944741!16s%2Fg%2F1q67r688y!19sChIJDzEoi2xz6lIR2E985HkC8s0?authuser=0&hl=en&rclk=1,2.3,109
Active Management,Property management company,+1 204-943-6668,· 59 Donald St,http://www.activemgmt.ca/,https://www.google.com/maps/place/Active+Management/data=!4m7!3m6!1s0x52ea7153fa4ef6ad:0x56a98edcd197f2a1!8m2!3d49.8864669!4d-97.1393998!16s%2Fg%2F1tdzwcf_!19sChIJrfZO-lNx6lIRofKX0dyOqVY?authuser=0&hl=en&rclk=1,2.1,69
Hunt Realty & Property Management,Property management company,+1 204-955-4214,· 5 Aster Ave,http://johnhunt.myhomehq.biz/,https://www.google.com/maps/place/Hunt+Realty+%26+Property+Management/data=!4m7!3m6!1s0x52ea718df696204b:0xd7f367d6821c4d70!8m2!3d49.9384271!4d-97.1471015!16s%2Fg%2F11dxnp775d!19sChIJSyCW9o1x6lIRcE0cgtZn89c?authuser=0&hl=en&rclk=1,5.0,2
Smith Agency Ltd,Property management company,+1 204-287-2872,· ,http://smithagency.ca/,https://www.google.com/maps/place/Smith+Agency+Ltd/data=!4m7!3m6!1s0x52ea7411f4c7ee55:0x13ffc2eb13e16ab0!8m2!3d49.8685002!4d-97.1606888!16s%2Fg%2F1tk6_4gw!19sChIJVe7H9BF06lIRsGrhE-vC_xM?authuser=0&hl=en&rclk=1,2.2,194
Sunrex Management Ltd,Property management company,+1 204-987-9000,· ,https://www.sunrex.ca/,https://www.google.com/maps/place/Sunrex+Management+Ltd/data=!4m7!3m6!1s0x52ea71554b2a6627:0xf486e37bb922a05b!8m2!3d49.8815373!4d-97.1435151!16s%2Fg%2F1tc_3rjw!19sChIJJ2YqS1Vx6lIRW6AiuXvjhvQ?authuser=0&hl=en&rclk=1,3.4,233
Quality Management Ltd.,Apartment building,+1 204-452-0110,· ,http://www.qualitymanagement.net/,https://www.google.com/maps/place/Quality+Management+Ltd./data=!4m7!3m6!1s0x52ea715153874fe5:0x28ea8715dd9bcd59!8m2!3d49.8866691!4d-97.1401519!16s%2Fg%2F1tglmkfp!19sChIJ5U-HU1Fx6lIRWc2b3RWH6ig?authuser=0&hl=en&rclk=1,2.6,58
Crystal Properties Ltd.,Property management company,+1 204-957-6350,· ,http://www.crystalproperties.ca/,https://www.google.com/maps/place/Crystal+Properties+Ltd./data=!4m7!3m6!1s0x52ea715176c3b8d1:0xc087999c23b6cfe1!8m2!3d49.9280556!4d-97.1030556!16s%2Fg%2F1tg8137j!19sChIJ0bjDdlFx6lIR4c-2I5yZh8A?authuser=0&hl=en&rclk=1,1.8,98
Lakewood Agencies Limited,Property management company,+1 204-982-5959,· 40 Lakewood Blvd,https://lakewoodagencies.ca/,https://www.google.com/maps/place/Lakewood+Agencies+Limited/data=!4m7!3m6!1s0x52ea771b315dd8ff:0xec2cc185b1aefc16!8m2!3d49.8544061!4d-97.0799124!16s%2Fg%2F1tjrpmx5!19sChIJ_9hdMRt36lIRFvyusYXBLOw?authuser=0&hl=en&rclk=1,2.0,42
Houston Properties,Property management company,+1 204-772-0777,· RPO 68005,https://houstonproperties.ca/,https://www.google.com/maps/place/Houston+Properties/data=!4m7!3m6!1s0x52ea73f937cc6617:0x3ee0a5424c16f804!8m2!3d49.8802372!4d-97.147292!16s%2Fg%2F11b5wf41pv!19sChIJF2bMN_lz6lIRBPgWTEKl4D4?authuser=0&hl=en&rclk=1,3.9,88
Royal Realty Services Ltd,Property management company,+1 204-284-4000,· 1181 Pembina Hwy,http://www.royalrealty.ca/,https://www.google.com/maps/place/Royal+Realty+Services+Ltd/data=!4m7!3m6!1s0x52ea74316af46853:0x6bb267fee3b7d66!8m2!3d49.8456369!4d-97.1534609!16s%2Fg%2F1txnp3d_!19sChIJU2j0ajF06lIRZn077n8muwY?authuser=0&hl=en&rclk=1,2.9,44
ASH Management Group,Property management company,+1 204-982-7973,· ,https://www.ashmanagementgroup.com/,https://www.google.com/maps/place/ASH+Management+Group/data=!4m7!3m6!1s0x52ea715bb886915d:0xedc443ddc83994ee!8m2!3d49.8950861!4d-97.1406352!16s%2Fg%2F1tg8jd0c!19sChIJXZGGuFtx6lIR7pQ5yN1DxO0?authuser=0&hl=en&rclk=1,2.6,213
Onpoint Property Management Ltd,Property management company,+1 204-325-5248,· ,http://onpointproperties.ca/,https://www.google.com/maps/place/Onpoint+Property+Management+Ltd/data=!4m7!3m6!1s0x52c2495cfb209969:0x9280146abe9d76f6!8m2!3d49.1911659!4d-97.9348449!16s%2Fg%2F11bw20dh21!19sChIJaZkg-1xJwlIR9nadvmoUgJI?authuser=0&hl=en&rclk=1,2.5,104
J.C. Property Management,Property management company,+1 204-943-1720,· 61 Edmonton St #103,http://www.jcproperties.ca/,https://www.google.com/maps/place/J.C.+Property+Management/data=!4m7!3m6!1s0x52ea7155cb6f11af:0x2f08348d9a2efcef!8m2!3d49.8852636!4d-97.1430079!16s%2Fg%2F11bc7s1x5m!19sChIJrxFvy1Vx6lIR7_wumo00CC8?authuser=0&hl=en&rclk=1,2.3,6
Integrity Residential Property Management,Property management company,+1 204-925-7784,· 1425B Whyte Ave,http://integrityrpm.ca/,https://www.google.com/maps/place/Integrity+Residential+Property+Management/data=!4m7!3m6!1s0x52ea716dcf840001:0xddc614f2397b07f4!8m2!3d49.9189629!4d-97.1822274!16s%2Fg%2F11lfbl3_db!19sChIJAQCEz21x6lIR9Ad7OfIUxt0?authuser=0&hl=en&rclk=1,2.9,15
AML Properties,Property management company,+1 204-338-4671,· ,https://www.aml.properties/,https://www.google.com/maps/place/AML+Properties/data=!4m7!3m6!1s0x52ea71efd62deea9:0xe86dd7a0a626d5d8!8m2!3d49.8922978!4d-97.2052681!16s%2Fg%2F1wyc3_7t!19sChIJqe4t1u9x6lIR2NUmpqDXbeg?authuser=0&hl=en&rclk=1,2.5,195
M3K Management Ltd.,Property management company,+1 204-818-1476,· ,https://edgecorpgroup.com/management/,https://www.google.com/maps/place/M3K+Management+Ltd./data=!4m7!3m6!1s0x52ea7167829a6d85:0xb4ecd1e14d1d474d!8m2!3d49.8983935!4d-97.0276146!16s%2Fg%2F11b7xrbdy6!19sChIJhW2agmdx6lIRTUcdTeHR7LQ?authuser=0&hl=en&rclk=1,4.0,46
Edison Properties,Property management company,+1 204-940-3450,· 10 Fort St #401,https://www.edisonproperties.ca/,https://www.google.com/maps/place/Edison+Properties/data=!4m7!3m6!1s0x52ea71b1018dfb4d:0x997ece5dacb81d46!8m2!3d49.8868979!4d-97.1356558!16s%2Fg%2F11tjk7r445!19sChIJTfuNAbFx6lIRRh24rF3Ofpk?authuser=0&hl=en&rclk=1,2.7,40
Red Door Property Management Services Inc.,Property management company,+1 204-505-1334,"· Unit 2, 549 Regent Ave W",N/A,https://www.google.com/maps/place/Red+Door+Property+Management+Services+Inc./data=!4m7!3m6!1s0x52ea7a226965561f:0xaa8fbb8262b0feed!8m2!3d49.8954237!4d-97.0198756!16s%2Fg%2F11g8tyd5tj!19sChIJH1ZlaSJ66lIR7f6wYoK7j6o?authuser=0&hl=en&rclk=1,3.9,7
Servatech Property Management Ltd.,Property management company,+1 204-255-5444,· 102-894 St Mary's Rd,http://servatech.ca/,https://www.google.com/maps/place/Servatech+Property+Management+Ltd./data=!4m7!3m6!1s0x52ea768b0cc37363:0x7e0d407c9153d261!8m2!3d49.8455977!4d-97.113113!16s%2Fg%2F11b7qt41df!19sChIJY3PDDIt26lIRYdJTkXxADX4?authuser=0&hl=en&rclk=1,3.0,2
Progressive Real Estate Group,Property management company,+1 204-808-9860,· 227 Stafford St #200,http://progressiverealestate.ca/,https://www.google.com/maps/place/Progressive+Real+Estate+Group/data=!4m7!3m6!1s0x52ea718a9d1fc33b:0x81d075bf822db6b2!8m2!3d49.8686776!4d-97.1620998!16s%2Fg%2F11bbwl78fg!19sChIJO8MfnYpx6lIRsrYtgr910IE?authuser=0&hl=en&rclk=1,4.7,108
Encompass Properties,Property management company,+1 204-809-8755,· 1760 Main St Unit 2,https://www.encompassproperties.com/,https://www.google.com/maps/place/Encompass+Properties/data=!4m7!3m6!1s0x52ea71b0f8c145d5:0x7f2f146dd8b09988!8m2!3d49.9368284!4d-97.1180665!16s%2Fg%2F11g8v3hxbj!19sChIJ1UXB-LBx6lIRiJmw2G0UL38?authuser=0&hl=en&rclk=1,4.3,36
Blü Bird Property Management,Property management company,+1 204-201-2664,· 2141-B Henderson Hwy,http://www.blubirdcorp.ca/,https://www.google.com/maps/place/Bl%C3%BC+Bird+Property+Management/data=!4m7!3m6!1s0x2e1e950f4bb3d16d:0xaf8b32c3870d3e2a!8m2!3d49.9601971!4d-97.0674401!16s%2Fg%2F11vdn6st94!19sChIJbdGzSw-VHi4RKj4Nh8Myi68?authuser=0&hl=en&rclk=1,5.0,6
Nest Host,Property management company,(833) 637-8333,· 175 Carlton St #102,http://www.nesthost.ca/,https://www.google.com/maps/place/Nest+Host/data=!4m7!3m6!1s0x52ea71b9bc75d391:0x54b5c9627bbe6134!8m2!3d49.8895539!4d-97.1439235!16s%2Fg%2F11j0r4gcsw!19sChIJkdN1vLlx6lIRNGG-e2LJtVQ?authuser=0&hl=en&rclk=1,4.4,54
Genesis Property Management Group Inc.,Property management company,+1 204-619-2295,"· Box 155 RPO, Corydon Ave",http://www.genesismanagement.ca/,https://www.google.com/maps/place/Genesis+Property+Management+Group+Inc./data=!4m7!3m6!1s0x52ea776ae2cb425d:0x810bf737b8d7243d!8m2!3d49.8632796!4d-97.1891512!16s%2Fg%2F11j24p4402!19sChIJXULL4mp36lIRPSTXuDf3C4E?authuser=0&hl=en&rclk=1,3.4,17
Kay Four Properties Inc,Property management company,+1 204-339-0461,· 1901 Main St,https://kayfour.ca/property-details/?pid=23,https://www.google.com/maps/place/Kay+Four+Properties+Inc/data=!4m7!3m6!1s0x52ea71c7a98eb28f:0x50a676f2d4c255e7!8m2!3d49.940541!4d-97.1143342!16s%2Fg%2F1tjdwkng!19sChIJj7KOqcdx6lIR51XC1PJ2plA?authuser=0&hl=en&rclk=1,3.1,55
Shelter Canadian Properties Limited,Property management company,+1 204-475-9090,· ,http://www.scpl.com/,https://www.google.com/maps/place/Shelter+Canadian+Properties+Limited/data=!4m7!3m6!1s0x52ea7334886efd79:0xa755d017588136ba!8m2!3d49.8811004!4d-97.1492662!16s%2Fg%2F11fmm7fxzq!19sChIJef1uiDRz6lIRujaBWBfQVac?authuser=0&hl=en&rclk=1,2.5,8
Mccor Management,Property management company,N/A,· 330 Portage Ave #1000,https://mccor.ca/,https://www.google.com/maps/place/Mccor+Management/data=!4m7!3m6!1s0x52ea738c745e9b9f:0x2375466d0c3cff1f!8m2!3d49.8926729!4d-97.1448668!16s%2Fg%2F11mv_4qtnt!19sChIJn5tedIxz6lIRH_88DG1GdSM?authuser=0&hl=en&rclk=1,4.2,56
Artis Property Management,Property management company,+1 204-949-7140,· 360 Main St,N/A,https://www.google.com/maps/place/Artis+Property+Management/data=!4m7!3m6!1s0x52ea715b017e6d39:0xc51bb1c7890574dc!8m2!3d49.8947455!4d-97.1383323!16s%2Fg%2F1tqtxjvw!19sChIJOW1-AVtx6lIR3HQFicexG8U?authuser=0&hl=en&rclk=1,5.0,1
Stevenson Management Services,Property management company,+1 204-956-1901,· 55 Donald St Unit 200,https://cwstevenson.ca/services/property-management/,https://www.google.com/maps/place/Stevenson+Management+Services/data=!4m7!3m6!1s0x52ea715097d10671:0x8345c2f497fa96eb!8m2!3d49.8862182!4d-97.1390713!16s%2Fg%2F11f06n8jry!19sChIJcQbRl1Bx6lIR65b6l_TCRYM?authuser=0&hl=en&rclk=1,1.4,19
Rico Real Estate Inc,Property management company,+1 204-227-7988,· 20 St Mary's Rd #3,http://ricorealestate.ca/,https://www.google.com/maps/place/Rico+Real+Estate+Inc/data=!4m7!3m6!1s0x52ea7541971e26df:0x5e04dd96eefa8c05!8m2!3d49.8802706!4d-97.1276691!16s%2Fg%2F11fn7vjvn4!19sChIJ3yYel0F16lIRBYz67pbdBF4?authuser=0&hl=en&rclk=1,4.4,27
Paragon Living,Property management company,+1 204-898-9570,· ,https://www.paragonliving.com/,https://www.google.com/maps/place/Paragon+Living/data=!4m7!3m6!1s0x52ea76aba0455755:0x85350502f3ec6c8f!8m2!3d49.8049204!4d-97.2527787!16s%2Fg%2F11fy9fsqyc!19sChIJVVdFoKt26lIRj2zs8wIFNYU?authuser=0&hl=en&rclk=1,4.6,19
Green Valley Management Ltd,Property management company,+1 204-669-4800,· ,https://www.greenvalleymgmt.com/,https://www.google.com/maps/place/Green+Valley+Management+Ltd/data=!4m7!3m6!1s0x52ea707d79700001:0xcabd43ada244755d!8m2!3d49.9001864!4d-97.070473!16s%2Fg%2F11j00s2v01!19sChIJAQBweX1w6lIRXXVEoq1Dvco?authuser=0&hl=en&rclk=1,2.6,5
Rivard Group,Property management company,+1 204-231-0595,· ,https://www.dawsonpropwpg.com/contact-us,https://www.google.com/maps/place/Rivard+Group/data=!4m7!3m6!1s0x52ea76aa2e76fbe5:0xca6735c508ad80d9!8m2!3d49.8766302!4d-97.1411006!16s%2Fg%2F11fy7httf_!19sChIJ5ft2Lqp26lIR2YCtCMU1Z8o?authuser=0&hl=en&rclk=1,2.5,73
Capital Property Management Inc.,Property management company,+1 204-943-5700,· 570 Portage Ave,https://www.capitalgrp.ca/capital-commercial/property-management/,https://www.google.com/maps/place/Capital+Property+Management+Inc./data=!4m7!3m6!1s0x52ea715bb1497d73:0x1a5e8fe79fbb3e5f!8m2!3d49.8890261!4d-97.1558926!16s%2Fg%2F11t5_9f74w!19sChIJc31JsVtx6lIRXz67n-ePXho?authuser=0&hl=en&rclk=1,1.0,3
Notre Terrace,Property management company,+1 431-688-1754,· 173 Notre Dame St,https://www.sunrex.ca/Notre-Terrace?mid=863,https://www.google.com/maps/place/Notre+Terrace/data=!4m7!3m6!1s0x52ea71ac300a6645:0x4f86f93e535f8a29!8m2!3d49.8937901!4d-97.1240816!16s%2Fg%2F11sw0_7bfd!19sChIJRWYKMKxx6lIRKYpfUz75hk8?authuser=0&hl=en&rclk=1,4.8,13
Five Stones Inc.,Property management company,+1 204-952-2858,· 528 Sargent Ave,https://fivestonesinc.ca/,https://www.google.com/maps/place/Five+Stones+Inc./data=!4m7!3m6!1s0x52ea73e152e0a4ad:0xef8180aaafe4eede!8m2!3d49.8963143!4d-97.1552079!16s%2Fg%2F11cn5q9f_6!19sChIJraTgUuFz6lIR3u7kr6qAge8?authuser=0&hl=en&rclk=1,4.1,10
Oak & Apple Inc.,Property management company,+1 204-815-5623,· 1400 Ellice Ave #120,http://www.oakandapple.ca/,https://www.google.com/maps/place/Oak+%26+Apple+Inc./data=!4m7!3m6!1s0x52ea7411d7f36ea7:0x20525dbd063d1b14!8m2!3d49.8938588!4d-97.1985111!16s%2Fg%2F11c6_clshb!19sChIJp27z1xF06lIRFBs9Br1dUiA?authuser=0&hl=en&rclk=1,2.9,83
Crown Lands and Property Agency,Property management company,+1 204-239-3510,"· 308, 25 Tupper St N",https://resd.ca/,https://www.google.com/maps/place/Crown+Lands+and+Property+Agency/data=!4m7!3m6!1s0x52e9c609498588b5:0x1a9c2e6e8492e808!8m2!3d49.9742236!4d-98.2917355!16s%2Fg%2F11ggnd4ybb!19sChIJtYiFSQnG6VIRCOiShG4unBo?authuser=0&hl=en&rclk=1,5.0,1
Wright Property Management,Property management company,N/A,· 510 Main St,N/A,https://www.google.com/maps/place/Wright+Property+Management/data=!4m7!3m6!1s0x52ea715d17155555:0x793818fb0fad384e!8m2!3d49.8994717!4d-97.1390952!16s%2Fg%2F11h3bt5r64!19sChIJVVUVF11x6lIRTjitD_sYOHk?authuser=0&hl=en&rclk=1,5.0,2
Big Tree Properties,Property management company,+1 204-325-0295,· 205 Main St,http://www.bigtreeproperties.ca/,https://www.google.com/maps/place/Big+Tree+Properties/data=!4m7!3m6!1s0x52c24964c9b0cfd7:0xff0ba8828f52cd42!8m2!3d49.1802919!4d-97.9389629!16s%2Fg%2F11c37vgkc5!19sChIJ18-wyWRJwlIRQs1Sj4KoC_8?authuser=0&hl=en&rclk=1,2.8,70
Murdoch Management Inc,Property management company,+1 204-982-2000,· 757 Henderson Hwy,https://www.lifelease.ca/,https://www.google.com/maps/place/Murdoch+Management+Inc/data=!4m7!3m6!1s0x52ea7054f48e92dd:0xac59f7cd0014d09b!8m2!3d49.9284409!4d-97.1028794!16s%2Fg%2F1thlz2rz!19sChIJ3ZKO9FRw6lIRm9AUAM33Waw?authuser=0&hl=en&rclk=1,2.3,8
FourFront Properties inc,Property management company,+1 204-807-4613,· 495 Osborne St,https://www.fourfrontproperties.ca/about-us,https://www.google.com/maps/place/FourFront+Properties+inc/data=!4m7!3m6!1s0x52ea748e5b1ae19d:0x153d7649be857176!8m2!3d49.8669165!4d-97.1362873!16s%2Fg%2F11r4sc0m79!19sChIJneEaW4506lIRdnGFvkl2PRU?authuser=0&hl=en&rclk=1,3.7,10
Linden Real Estate Services Inc,Property management company,+1 204-697-0857,"· #105, 1483 Pembina Hwy #154",http://lindenrealestate.ca/,https://www.google.com/maps/place/Linden+Real+Estate+Services+Inc/data=!4m7!3m6!1s0x52ea75cc3e52c79b:0x4ea01c7812d5e639!8m2!3d49.8352874!4d-97.150918!16s%2Fg%2F1wrtcj1f!19sChIJm8dSPsx16lIROebVEngcoE4?authuser=0&hl=en&rclk=1,2.4,27
Harvard Developments,Property management company,+1 204-988-1060,· ,http://harvard.ca/,https://www.google.com/maps/place/Harvard+Developments/data=!4m7!3m6!1s0x52ea715b9e5c9b87:0x7f8f87699afbeb5f!8m2!3d49.8957324!4d-97.1393073!16s%2Fg%2F11dymvgx9m!19sChIJh5tcnltx6lIRX-v7mmmHj38?authuser=0&hl=en&rclk=1,5.0,1
Place Promenade Leasing Office,Property management company,+1 204-988-6880,· ,N/A,https://www.google.com/maps/place/Place+Promenade+Leasing+Office/data=!4m7!3m6!1s0x52ea715882532ba3:0xaff9069457b03969!8m2!3d49.8929937!4d-97.1490617!16s%2Fg%2F1tmkkmt0!19sChIJoytTglhx6lIRaTmwV5QG-a8?authuser=0&hl=en&rclk=1,2.1,25
WRE Development Ltd.,Property management company,+1 204-889-5409,· 28 Queen Elizabeth Wy #200,http://www.wredevelopment.ca/,https://www.google.com/maps/place/WRE+Development+Ltd./data=!4m7!3m6!1s0x52ea714d8442c995:0x91c361a4806f53b5!8m2!3d49.8844411!4d-97.1329329!16s%2Fg%2F1tfcbv20!19sChIJlclChE1x6lIRtVNvgKRhw5E?authuser=0&hl=en&rclk=1,1.7,80
Hana Management Group,Property management company,+1 204-256-4262,"· Unit 100, 1615 St Mary's Rd Unit #200",N/A,https://www.google.com/maps/place/Hana+Management+Group/data=!4m7!3m6!1s0x52ea76132d5b48d1:0xa9643a8f0d80bc0d!8m2!3d49.8213435!4d-97.1132243!16s%2Fg%2F11b66g3ltg!19sChIJ0UhbLRN26lIRDbyADY86ZKk?authuser=0&hl=en&rclk=1,2.3,3
Audis Property Management Ltd,Property management company,N/A,· 185 Provencher Blvd,N/A,https://www.google.com/maps/place/Audis+Property+Management+Ltd/data=!4m7!3m6!1s0x52ea7137fe5b93b3:0x45f40daa979fd9e0!8m2!3d49.892487!4d-97.122171!16s%2Fg%2F11s78cltw_!19sChIJs5Nb_jdx6lIR4Nmfl6oN9EU?authuser=0&hl=en&rclk=1,N/A,N/A
PARAMOUNT INVESTMENT CORPORATION,Property management company,+1 204-239-5009,· 231 Saskatchewan Ave E,http://paramountproperties.ca/,https://www.google.com/maps/place/PARAMOUNT+INVESTMENT+CORPORATION/data=!4m7!3m6!1s0x52e9c7f97d3c264f:0x9f961ebf85cc1e2a!8m2!3d49.9726613!4d-98.2866775!16s%2Fg%2F11fpkm6y5k!19sChIJTyY8ffnH6VIRKh7Mhb8elp8?authuser=0&hl=en&rclk=1,4.4,8
Sussex Realty Ltd,Property management company,+1 204-488-4444,· 274 Osborne St N,http://www.sussexrealty.ca/,https://www.google.com/maps/place/Sussex+Realty+Ltd/data=!4m7!3m6!1s0x52ea74797ac50a4d:0xb401fdb833181577!8m2!3d49.8886806!4d-97.1501!16s%2Fg%2F1tfmbx1k!19sChIJTQrFenl06lIRdxUYM7j9AbQ?authuser=0&hl=en&rclk=1,2.9,463
Martin Eagleton Ltd,Property management company,+1 204-989-2233,· 428 Portage Ave,N/A,https://www.google.com/maps/place/Martin+Eagleton+Ltd/data=!4m7!3m6!1s0x52ea73e2b6773d91:0xe51e9585fd0a0653!8m2!3d49.8913037!4d-97.1490692!16s%2Fg%2F1tnpknnt!19sChIJkT13tuJz6lIRUwYK_YWVHuU?authuser=0&hl=en&rclk=1,5.0,1
Winnipeg Snowbirds,Property management company,+1 204-899-6204,· 480 Henderson Hwy Unit 8,N/A,https://www.google.com/maps/place/Winnipeg+Snowbirds/data=!4m7!3m6!1s0x52ea7153c18e566b:0xe1084fc36b7101c0!8m2!3d49.9206469!4d-97.1110781!16s%2Fg%2F11cktd5g63!19sChIJa1aOwVNx6lIRwAFxa8NPCOE?authuser=0&hl=en&rclk=1,5.0,3
Resident Connect Inc.,Property management company,+1 431-337-1937,· 2265 Pembina Hwy Unit 302,https://residentconnect.com/,https://www.google.com/maps/place/Resident+Connect+Inc./data=!4m7!3m6!1s0x52ea75b2c8d82127:0x237b122a162a14f!8m2!3d49.8093677!4d-97.155056!16s%2Fg%2F11vj47fwcz!19sChIJJyHYyLJ16lIRT6FioSKxNwI?authuser=0&hl=en&rclk=1,5.0,2
